,區號名
4500,(5002)子良廟段
4501,(5010)子龍段
4502,(5058)仁愛段
4503,(5050)六安段
4504,(5065)公園段
4505,(5064)文化段
4506,(5052)北文段
4507,(5014)民安段
4508,(5008)永昌段
4509,(5022)永興段
4510,(5055)安西段
4511,(5057)佛天段
4512,(5056)育善段
4513,(5000)佳里段
4514,(5011)佳化段
4515,(5059)佳果段
4516,(5061)佳南段
4517,(5070)佳東段
4518,(5068)延平段
4519,(5054)忠孝南段
4520,(5051)東勢角段
4521,(5062)建南段
4522,(5017)後庄段
4523,(5069)唐盟段
4524,(5015)蚶寮段
4525,(5019)通興段
4526,(5018)港墘段
4527,(5006)番子寮段
4528,(5007)塭子內段
4529,(5003)新宅段
4530,(5067)新安段
4531,(5063)廣安段
4532,(5053)潭墘段
4533,(5012)興化段
4534,(5020)龍安段
4535,(5021)龍昌段
4536,(5016)營頂段
4537,(5013)禮化段
4538,(5066)鎮安段
4539,(5107)八分段
4540,(5104)下宅子段
4541,(5105)大塭寮段
4542,(5102)中州段
4543,(5157)中東段
4544,(5161)州海段
4545,(5156)成功段
4546,(5100)西港段
4547,(5155)西埔段
4548,(5158)西港堡段
4549,(5154)東埔段
4550,(5109)金砂段
4551,(5101)南海埔段
4552,(5151)南海段
4553,(5106)後營段
4554,(5152)港南段
4555,(5162)港安段
4556,(5163)港東段
4557,(5159)新樂段
4558,(5103)劉厝段
4559,(5150)慶安段
4560,(5108)檨子林段
4561,(5160)檨林段
4562,(5153)双營段
4563,(5200)七股段
4564,(5203)七十二分段
4565,(5201)十分塭段
4566,(5216)十一份段
4567,(5252)十份段
4568,(5207)三股子段
4569,(5214)三合段
4570,(5254)三和段
4571,(5255)三吉段
4572,(5256)三聖段
4573,(5209)下山子寮段
4574,(5202)大寮段
4575,(5213)大文段
4576,(5215)大埕段
4577,(5257)玉成段
4578,(5211)竹子港段
4579,(5220)竹橋段
4580,(5258)城內段
4581,(5253)建功段
4582,(5205)後港段
4583,(5259)後港東段
4584,(5217)看坪段
4585,(5250)乾成段
4586,(5204)頂山子段
4587,(5212)新生段
4588,(5260)新篤加段
4589,(5218)義合段
4590,(5206)樹子腳段
4591,(5219)樹林段
4592,(5210)篤加段
4593,(5251)龍山段
4594,(5221)槺榔段
4595,(5310)口寮段
4596,(5311)山子脚段
4597,(5351)中社段
4598,(5354)西華段
4599,(5355)西和段
4600,(5356)西湖段
4601,(5312)角帶圍段
4602,(5317)忠興段
4603,(5352)忠昌段
4604,(5350)長榮段
4605,(5315)保源段
4606,(5303)巷口段一小段
4607,(5304)巷口段二小段
4608,(5314)苓子寮段一小段
4609,(5353)國中段
4610,(5300)將軍段
4611,(5301)將軍段一小段
4612,(5316)嘉昌段
4613,(5306)漚汪段東甲小段
4614,(5307)漚汪段北甲小段
4615,(5308)漚汪段西甲小段
4616,(5309)漚汪段中甲小段
4617,(5406)中樞段
4618,(5405)仁里段
4619,(5452)永隆段
4620,(5453)玉港段
4621,(5454)保吉段
4622,(5455)保安段
4623,(5401)蚵寮段
4624,(5402)渡子頭段
4625,(5403)溪底寮段二重港小段
4626,(5404)溪底寮段三寮灣小段
4627,(5451)舊埕段
4628,(5450)雙春段
4629,(5457)麗湖段
4630,(5456)鯤江段
4631,(5506)大灣段
4632,(5503)中洲段
4633,(5563)中洲南段
4634,(5559)仁得段
4635,(5552)文衡段
4636,(5507)平東段
4637,(5508)光明段
4638,(5504)宅子港段
4639,(5509)西進段
4640,(5562)育英段
4641,(5556)東陽段
4642,(5557)東興段
4643,(5560)欣榮段
4644,(5561)信義段
4645,(5505)草坔段
4646,(5550)普濟段
4647,(5554)集和段
4648,(5553)慈濟段
4649,(5502)溪洲子寮段
4650,(5500)學甲段
4651,(5501)學甲寮段
4652,(5551)興太段
4653,(5555)興業段
4654,(5558)興善段
4655,(6710)大坑尾段
4656,(6809)中興段
4657,(6704)北勢段
4658,(6762)永新段
4659,(6706)竹子腳段
4660,(6708)知母義段
4661,(6705)洋子段
4662,(6707)崙子頂段
4663,(6709)頂山腳段
4664,(6700)新化段太子廟小段
4665,(6701)新化段王公廟小段
4666,(6702)新化段觀音廟小段
4667,(6772)新平段
4668,(6773)新國段
4669,(6774)新太段
4670,(6775)新音段
4671,(6776)新興段
4672,(6777)新水段
4673,(6779)新東段
4674,(6780)新義段
4675,(6781)新安段
4676,(6782)新武段
4677,(6783)新豐段
4678,(6805)新工段
4679,(6712)礁坑子段
4680,(6703)唪口段
4681,(6711)𦰡拔林段
4682,(6820)大成段
4683,(6824)大同段
4684,(6724)小新營段
4685,(6827)什美段
4686,(6726)六分寮段
4687,(6817)文正段
4688,(6718)北子店段
4689,(6719)北子店段一小段
4690,(6720)北子店段二小段
4691,(6828)北小新段
4692,(6818)光華段
4693,(6819)光文段
4694,(6821)圳西段
4695,(6826)成功段
4696,(6725)坐駕段
4697,(6715)東勢寮段
4698,(6716)東勢寮段一小段
4699,(6717)東勢寮段二小段
4700,(6829)南小新段
4701,(6727)胡厝寮段
4702,(6830)胡厝段
4703,(6721)茄拔段
4704,(6722)茄拔段一小段
4705,(6723)茄拔段二小段
4706,(6714)曾文段
4707,(6713)善化段
4708,(6763)善成段
4709,(6764)善駕段
4710,(6765)善中段
4711,(6766)善文段
4712,(6767)善昌段
4713,(6768)善南段
4714,(6769)善西段
4715,(6790)善進段
4716,(6796)善科段
4717,(6800)善晶段
4718,(6802)善新段
4719,(6823)德興段
4720,(6816)慶安段
4721,(6825)灣裡段
4722,(6814)七王段
4723,(6732)三舍段
4724,(6803)三民段
4725,(6806)三德段
4726,(6736)大洲段
4727,(6738)大營段
4728,(6739)大社段
4729,(6811)大榮段
4730,(6833)北社內段
4731,(6761)永就段
4732,(6807)永安段
4733,(6770)東大社段
4734,(6771)東潭頂段
4735,(6730)社內段
4736,(6812)信義段
4737,(6815)南港段
4738,(6834)南社內段
4739,(6734)看西段
4740,(6813)富強段
4741,(6737)港子墘段
4742,(6731)番子寮段
4743,(6804)華美段
4744,(6810)華興段
4745,(6729)新店段
4746,(6797)新科段
4747,(6799)新晶段
4748,(6822)新北段
4749,(6733)道爺段
4750,(6808)福壽段
4751,(6740)潭頂段
4752,(6735)橋頭段
4753,(6801)營新段
4754,(6778)中榮段
4755,(6836)中沙段
4756,(6745)六塊寮段
4757,(6838)光榮段
4758,(6741)安定段
4759,(6798)安科段
4760,(6794)保安段
4761,(6795)保加段
4762,(6747)海寮段
4763,(6831)海安段
4764,(6743)港子尾段
4765,(6744)港口段
4766,(6837)港尾段
4767,(6748)新吉段
4768,(6832)新庄段
4769,(6835)新吉工段
4770,(6746)管寮段
4771,(6742)蘇厝段
4772,(6791)蘇林段
4773,(6792)蘇興段
4774,(6793)蘇安段
4775,(6789)大新段
4776,(6749)山上段
4777,(6751)牛稠埔段
4778,(6750)北勢洲段
4779,(6786)玉二段
4780,(6752)石子崎段
4781,(6784)明北段
4782,(6788)明南段
4783,(6785)媽祖段
4784,(6787)樹王段
4785,(6753)豐德段
4786,(6756)山豹段
4787,(6759)內庄子段
4788,(6754)左鎮段
4789,(6760)光和段
4790,(6757)岡子林段
4791,(6758)草山段
4792,(6755)菜寮段
4793,(7014)二橋段
4794,(7077)二王段
4795,(7103)二空段
4796,(7110)二仁段
4797,(7111)二行段
4798,(7010)十三甲段
4799,(7012)三甲子段
4800,(7086)上崙段
4801,(7070)土庫段
4802,(7013)大甲段
4803,(7068)大宅段
4804,(7008)中洲段
4805,(7060)中正段
4806,(7087)中軍段
4807,(7093)中清段
4808,(7116)中洲西段
4809,(7118)中洲東段
4810,(7000)仁德段
4811,(7061)仁義段
4812,(7096)公園段
4813,(7071)太子段
4814,(7072)太乙段
4815,(7090)太新段
4816,(7108)文賢段
4817,(7102)牛稠段
4818,(7091)正義段
4819,(7076)民安段
4820,(7080)甘厝段
4821,(7005)田厝段
4822,(7074)白崙段
4823,(7085)如意段
4824,(7011)車路墘段
4825,(7107)車頭段
4826,(7109)和愛段
4827,(7067)岳王段
4828,(7092)忠義段
4829,(7065)林頂段
4830,(7094)林仔段
4831,(7081)虎山段
4832,(7069)長興段
4833,(7053)保安段
4834,(7113)保生段
4835,(7114)保甲段
4836,(7101)南勢園段
4837,(7083)城光段
4838,(7075)後壁段
4839,(7004)崁腳段
4840,(7115)崁腳北段
4841,(7119)崁腳南段
4842,(7089)神農段
4843,(7097)健康段
4844,(7088)崑崙段
4845,(7064)崙尾段
4846,(7073)崙中段
4847,(7112)清王段
4848,(7095)勝利段
4849,(7007)港墘段
4850,(7003)新田段
4851,(7100)新工段
4852,(7066)義林段
4853,(7120)嘉南段
4854,(7078)德南段
4855,(7079)德崙段
4856,(7063)興安段
4857,(7062)鍾厝段
4858,(7023)八甲段
4859,(7105)八甲西段
4860,(7106)八甲東段
4861,(7019)大苓段
4862,(7022)大潭段
4863,(7058)大同段
4864,(7099)大成段
4865,(7056)中山段
4866,(7117)六甲段
4867,(7054)文化段
4868,(7057)民權段
4869,(7098)成功段
4870,(7018)沙崙段
4871,(7020)林子邊段
4872,(7084)武東段
4873,(7123)保西段
4874,(7059)南興段
4875,(7082)南潭段
4876,(7104)昭德段
4877,(7017)崙子頂段
4878,(7055)清水段
4879,(7024)媽祖廟段
4880,(7025)媽祖廟段一小段
4881,(7026)媽祖廟段二小段
4882,(7027)媽祖廟段三小段
4883,(7015)歸仁南段
4884,(7016)歸仁北段
4885,(7021)刣豬厝段
4886,(7035)下湖段
4887,(7050)山西段
4888,(7030)五甲段
4889,(7048)仁愛段
4890,(7051)文衡段
4891,(7040)北花段
4892,(7047)北勢段
4893,(7044)四甲段
4894,(7033)布袋尾段
4895,(7052)民生段
4896,(7046)忠孝段
4897,(7043)東勢段
4898,(7042)松腳段
4899,(7121)保東段
4900,(7041)南花段
4901,(7045)南雄段
4902,(7049)香洋段
4903,(7034)埤子頭段
4904,(7031)深坑子段
4905,(7029)新埔段
4906,(7122)新園段
4907,(7032)龜洞段
4908,(7037)中坑子段
4909,(7039)崎頂段
4910,(7036)番社段
4911,(7038)龍船段
4912,(8006)九層林段
4913,(8004)三埔段
4914,(8062)三和段
4915,(8007)口宵里段
4916,(8031)中正段
4917,(8029)玄天段
4918,(8000)玉井段
4919,(8025)玉中段
4920,(8026)玉田段
4921,(8027)玉南段
4922,(8028)玉成段
4923,(8033)玉興段
4924,(8030)佛聖段
4925,(8055)坑內段
4926,(8003)沙子田段
4927,(8034)沙坑段
4928,(8005)芒子芒段
4929,(8061)望明段
4930,(8032)福德段
4931,(8067)豐里段
4932,(8044)二層坪
4933,(8021)中興段
4934,(8036)出水段
4935,(8066)永興段
4936,(8022)東勢段
4937,(8057)東勢坑段
4938,(8065)保生段
4939,(8037)炭寮段
4940,(8024)埔尾段
4941,(8009)密枝段
4942,(8011)鹿陶洋段
4943,(8063)鹿田段
4944,(8064)新鹿田段
4945,(8008)楠西段
4946,(8023)楠中段
4947,(8035)溫泉段
4948,(8046)鳳梨園段
4949,(8012)龜丹段
4950,(8045)巖仔頂段
4951,(8010)灣丘段
4952,(8056)双溪段
4953,(8013)𦬬萊宅段
4954,(8048)大竹坑段
4955,(8052)大邱段
4956,(8015)中坑段
4957,(8041)水井段
4958,(8018)北寮段
4959,(8049)北勢段
4960,(8059)北安段
4961,(8054)古董段
4962,(8039)平坑段
4963,(8047)石屋段
4964,(8017)竹頭崎段
4965,(8019)西阿里關段
4966,(8020)西大丘園段
4967,(8014)南化段
4968,(8060)南庄段
4969,(8042)番仔坑段
4970,(8016)菁埔寮段
4971,(8050)飯包段
4972,(8053)圓山段
4973,(8058)頭份段
4974,(8040)龍眼林段
4975,(8038)雙連段
4976,(8051)麒麟段
4977,(8043)鹽水坑段
4978,(9146)二王段
4979,(9104)三崁店段
4980,(9163)三村段
4981,(9184)三民段
4982,(9107)大灣段
4983,(9123)中興段
4984,(9153)中灣段
4985,(9116)五王段
4986,(9122)仁愛段
4987,(9106)六甲頂段
4988,(9117)六合段
4989,(9148)文化段
4990,(9111)王田段
4991,(9175)王行段
4992,(9180)王新段
4993,(9152)北灣段
4994,(9158)北極段
4995,(9169)四維段
4996,(9177)市政段
4997,(9167)正強段
4998,(9187)正北段
4999,(9100)永康段
5000,(9139)永信段
5001,(9140)永和段
5002,(9141)永華段
5003,(9142)永仁段
5004,(9143)永興段
5005,(9144)永中段
5006,(9147)永二段
5007,(9151)永大段
5008,(9165)永保段
5009,(9168)永強段
5010,(9166)安康段
5011,(9124)成功段
5012,(9191)竹行段
5013,(9170)自強段
5014,(9108)西勢段
5015,(9109)西勢段一小段
5016,(9156)西灣段
5017,(9118)兵北段
5018,(9125)兵南段
5019,(9171)亞太段
5020,(9121)忠孝段
5021,(9145)東橋段
5022,(9155)東灣段
5023,(9160)東南段
5024,(9189)東邊寮段
5025,(9120)信義段
5026,(9172)保生段
5027,(9114)南新段
5028,(9115)南工段
5029,(9159)南灣段
5030,(9149)建國段
5031,(9161)禹帝段
5032,(9173)埔園段
5033,(9174)埔北段
5034,(9183)烏竹段
5035,(9154)國聖段
5036,(9181)崑山段
5037,(9190)康橋段
5038,(9128)頂東段
5039,(9129)頂中段
5040,(9130)頂南段
5041,(9131)頂安段
5042,(9132)頂溪段
5043,(9133)頂西段
5044,(9126)勝利段
5045,(9176)富強段
5046,(9102)蜈蜞潭段
5047,(9178)廣興段
5048,(9179)廣富段
5049,(9150)橋北段
5050,(9157)頭前段
5051,(9182)龍潭段
5052,(9192)龍王段
5053,(9105)鹽行段
5054,(9134)鹽東段
5055,(9135)鹽西段
5056,(9136)鹽南段
5057,(9137)鹽北段
5058,(9138)鹽中段
5059,(9162)鹽埕段
5060,(9164)鹽新段
5061,(9103)蔦松段
5062,(9185)蔦松南段
5063,(9186)蔦松北段
5064,(0032)大東段
5065,(0033)大勇段
5066,(0034)大榮段
5067,(0035)大成段
5068,(0036)大智段
5069,(0005)府北段五小段
5070,(0029)興仁段
5071,(0030)興福段
5072,(0031)興橋段
5073,(0037)鹽新段
5074,(0038)鹽國段
5075,(0039)鹽中段
5076,(0040)鹽府段
5077,(0041)鹽壽段
5078,(0042)鹽北段
5079,(0121)內惟段一小段
5080,(0122)內惟段二小段
5081,(0123)內惟段三小段
5082,(0124)內惟段四小段
5083,(0125)內惟段五小段
5084,(0126)內惟段六小段
5085,(0127)內惟段七小段
5086,(0128)內惟段八小段
5087,(0146)內惟段九小段
5088,(0155)內惟段十小段
5089,(0162)內惟段十一小段
5090,(0147)青海段
5091,(0154)前峰段一小段
5092,(0160)前峰段
5093,(0161)柴山段
5094,(0133)鼓中段一小段
5095,(0134)鼓中段二小段
5096,(0135)鼓中段三小段
5097,(0136)鼓中段四小段
5098,(0137)鼓中段五小段
5099,(0138)鼓南段一小段
5100,(0139)鼓南段二小段
5101,(0140)鼓南段三小段
5102,(0141)鼓南段四小段
5103,(0115)壽山段
5104,(0120)龍水段
5105,(0129)龍華段一小段
5106,(0130)龍華段二小段
5107,(0131)龍華段三小段
5108,(0132)龍華段四小段
5109,(0148)龍水段一小段
5110,(0149)龍華段五小段
5111,(0150)龍華段六小段
5112,(0151)龍華段七小段
5113,(0152)龍華段八小段
5114,(0153)龍華段九小段
5115,(0156)龍北段
5116,(0157)龍南段
5117,(0158)龍中段
5118,(0159)龍東段
5119,(0212)左東段
5120,(0213)左西段
5121,(0214)左南段
5122,(0215)左北段
5123,(0254)左洲段
5124,(0260)左潭段
5125,(0262)左屏段
5126,(0218)果貿段
5127,(0200)菜公段一小段
5128,(0201)菜公段二小段
5129,(0202)菜公段三小段
5130,(0203)菜公段四小段
5131,(0204)菜公段五小段
5132,(0241)菜公段六小段
5133,(0251)菜公段七小段
5134,(0205)新庄段一小段
5135,(0206)新庄段二小段
5136,(0207)新庄段三小段
5137,(0208)新庄段四小段
5138,(0209)新庄段五小段
5139,(0210)新庄段六小段
5140,(0211)新庄段七小段
5141,(0220)新庄段八小段
5142,(0227)新民段
5143,(0229)新光段
5144,(0230)新福段一小段
5145,(0231)新福段二小段
5146,(0232)新福段三小段
5147,(0233)新福段四小段
5148,(0234)新福段五小段
5149,(0235)新福段六小段
5150,(0236)新福段七小段
5151,(0237)新福段八小段
5152,(0238)新福段九小段
5153,(0239)新福段十小段
5154,(0240)新福段十一小段
5155,(0242)新庄段九小段
5156,(0243)新庄段十小段
5157,(0244)新庄段十一小段
5158,(0245)新庄段十二小段
5159,(0246)新庄段十三小段
5160,(0247)新庄段十四小段
5161,(0249)新夏段
5162,(0250)新博段
5163,(0252)新上段
5164,(0253)新吉段
5165,(0257)新順段
5166,(0258)新康段
5167,(0259)新華段
5168,(0261)新勝段
5169,(0264)新智段
5170,(0256)葫蘆段
5171,(0226)福民段
5172,(0228)福山段
5173,(0255)福文段
5174,(0217)興隆段
5175,(0248)興隆段一小段
5176,(0216)廍後段
5177,(0339)土庫段一小段
5178,(0340)土庫段二小段
5179,(0341)土庫段三小段
5180,(0342)土庫段四小段
5181,(0392)大昌段
5182,(0317)加昌段
5183,(0357)加昌段一小段
5184,(0358)加昌段二小段
5185,(0324)右昌段一小段
5186,(0325)右昌段二小段
5187,(0326)右昌段三小段
5188,(0327)右昌段四小段
5189,(0328)右昌段五小段
5190,(0329)右昌段六小段
5191,(0360)右昌段七小段
5192,(0314)和平段一小段
5193,(0315)和平段二小段
5194,(0347)和平段三小段
5195,(0348)和平段四小段
5196,(0349)和平段五小段
5197,(0356)和平段六小段
5198,(0381)和平東段
5199,(0390)油廠段
5200,(0391)油舍段
5201,(0330)建華段
5202,(0305)後勁段一小段
5203,(0306)後勁段二小段
5204,(0307)後勁段三小段
5205,(0308)後勁段四小段
5206,(0316)高楠段
5207,(0351)高昌段
5208,(0375)高大段
5209,(0352)清楠段
5210,(0353)清豐段
5211,(0318)莒光段一小段
5212,(0319)莒光段二小段
5213,(0320)莒光段三小段
5214,(0359)莒光段四小段
5215,(0393)惠豐段
5216,(0394)惠民段
5217,(0334)援中段
5218,(0376)援中段一小段
5219,(0377)援中段二小段
5220,(0378)援中段三小段
5221,(0379)援中段四小段
5222,(0335)楠梓段一小段
5223,(0336)楠梓段二小段
5224,(0337)楠梓段三小段
5225,(0338)楠梓段四小段
5226,(0343)楠都段一小段
5227,(0344)楠都段二小段
5228,(0345)楠都段三小段
5229,(0346)楠都段四小段
5230,(0354)楠園段
5231,(0361)楠梓段五小段
5232,(0382)翠屏段一小段
5233,(0383)翠屏段二小段
5234,(0384)翠屏段三小段
5235,(0385)翠屏段四小段
5236,(0350)德昌段
5237,(0321)藍昌段一小段
5238,(0322)藍昌段二小段
5239,(0323)藍昌段三小段
5240,(0332)藍田段二小段
5241,(0362)藍田東段
5242,(0363)藍田東段一小段
5243,(0364)藍田東段二小段
5244,(0365)藍田中段
5245,(0366)藍田中段一小段
5246,(0367)藍田中段二小段
5247,(0368)藍田西段
5248,(0369)藍田西段一小段
5249,(0370)藍田西段二小段
5250,(0371)藍田西段三小段
5251,(0372)藍田西段四小段
5252,(0373)藍田西段五小段
5253,(0374)藍田西段六小段
5254,(0386)藍田中段三小段
5255,(0387)藍田中段四小段
5256,(0388)藍田中段五小段
5257,(0389)藍田西段七小段
5258,(0355)芎蕉段
5259,(0552)三塊厝段
5260,(0565)三塊厝段一小段
5261,(0566)三塊厝段二小段
5262,(0567)三塊厝段三小段
5263,(0568)三塊厝段四小段
5264,(0569)三塊厝段五小段
5265,(0510)大豐段一小段
5266,(0511)大豐段二小段
5267,(0512)大裕段一小段
5268,(0513)大裕段二小段
5269,(0517)大豐段三小段
5270,(0530)大順段
5271,(0553)大港段
5272,(0571)大港段一小段
5273,(0572)大港段二小段
5274,(0573)大港段三小段
5275,(0574)大港段四小段
5276,(0575)大港段五小段
5277,(0576)大港段六小段
5278,(0577)大港段七小段
5279,(0500)中華段一小段
5280,(0501)中華段二小段
5281,(0502)中都段一小段
5282,(0503)中都段二小段
5283,(0504)中都段三小段
5284,(0505)中都段四小段
5285,(0527)水源段
5286,(0529)有光段
5287,(0584)明仁段
5288,(0514)河濱段
5289,(0559)金獅段
5290,(0532)長明段
5291,(0518)建昌段
5292,(0519)建工段
5293,(0520)建豐段
5294,(0521)建興段
5295,(0522)建德段
5296,(0523)建安段
5297,(0524)建民段
5298,(0525)建生段
5299,(0531)凱歌段
5300,(0506)陽明段一小段
5301,(0507)陽明段二小段
5302,(0508)陽明段三小段
5303,(0515)陽明段四小段
5304,(0585)雄中段
5305,(0583)新都段
5306,(0558)獅頭段
5307,(0563)獅頭段一小段
5308,(0564)獅頭段二小段
5309,(0528)義民段
5310,(0551)義華段
5311,(0533)鼎金段
5312,(0534)鼎泰段
5313,(0535)鼎盛段
5314,(0536)鼎中段
5315,(0537)鼎新段
5316,(0538)鼎山段
5317,(0561)鼎祥段
5318,(0562)鼎泰段一小段
5319,(0579)鼎儀段
5320,(0578)鳳北段
5321,(0582)德北段
5322,(0509)澄清段一小段
5323,(0516)澄清段二小段
5324,(0526)澄義段
5325,(0580)澄正段
5326,(0581)澄東段
5327,(0556)覆鼎金段覆鼎金小段
5328,(0570)覆鼎金段覆鼎金一小段
5329,(0550)寶國段
5330,(0539)灣愛段
5331,(0540)灣內段
5332,(0541)灣成段
5333,(0542)灣昌段
5334,(0543)灣志段
5335,(0544)灣立段
5336,(0545)灣勝段
5337,(0546)灣華段
5338,(0547)灣中段
5339,(0548)灣復段
5340,(0549)灣興段
5341,(0554)灣子內段灣子內小段
5342,(0555)灣子內段寶珠溝小段
5343,(0560)灣和段
5344,(0700)大港埔段
5345,(0705)大統段一小段
5346,(0706)大統段二小段
5347,(0707)大統段三小段
5348,(0701)新興段一小段
5349,(0702)新興段二小段
5350,(0703)新興段三小段
5351,(0704)新興段四小段
5352,(0804)文東段
5353,(0803)北金段
5354,(0806)民生段
5355,(0802)東金段
5356,(0800)前金段
5357,(0801)後金段
5358,(0805)博孝段
5359,(0925)中正段
5360,(0901)五塊厝段
5361,(0904)五權段
5362,(0931)五塊厝段一小段
5363,(0932)五塊厝段二小段
5364,(0933)五塊厝段三小段
5365,(0934)五塊厝段四小段
5366,(0935)五權段一小段
5367,(0918)正文段
5368,(0919)正昌段
5369,(0920)正言段
5370,(0921)正德段
5371,(0922)正福段
5372,(0923)正憲段
5373,(0924)正明段
5374,(0917)成功段
5375,(0900)林德官段
5376,(0913)林興段
5377,(0914)林聖段
5378,(0926)林德官段一小段
5379,(0927)林德官段二小段
5380,(0928)林德官段三小段
5381,(0929)林德官段四小段
5382,(0930)林德官段五小段
5383,(0936)林聖段一小段
5384,(0905)武聖段
5385,(0903)苓雅寮段
5386,(0910)苓洲段
5387,(0911)苓東段
5388,(0912)苓中段
5389,(0915)苓西段
5390,(0937)苓中段一小段
5391,(0938)苓港段
5392,(0906)意誠段
5393,(0902)過田子段
5394,(0907)福東段
5395,(0908)福河段
5396,(0909)福裕段
5397,(0916)衛武段
5398,(1046)中安段
5399,(1005)仁愛段
5400,(1035)仁愛段一小段
5401,(1036)仁愛段二小段
5402,(1027)台糖段
5403,(1008)光華段
5404,(1038)光華段一小段
5405,(1049)竹北段
5406,(1050)竹北段一小段
5407,(1017)佛公段
5408,(1029)明道段
5409,(1054)明正段
5410,(1030)草衙段一小段
5411,(1031)草衙段二小段
5412,(1032)草衙段三小段
5413,(1012)盛興段
5414,(1040)盛興段一小段
5415,(1028)朝陽段
5416,(1007)愛群段
5417,(1037)愛群段一小段
5418,(1002)新生段
5419,(1014)獅甲段
5420,(1041)獅甲段一小段
5421,(1042)獅甲段二小段
5422,(1043)獅甲段三小段
5423,(1004)瑞南段
5424,(1018)瑞隆段一小段
5425,(1019)瑞隆段二小段
5426,(1020)瑞隆段三小段
5427,(1021)瑞隆段四小段
5428,(1022)瑞崗段一小段
5429,(1023)瑞崗段二小段
5430,(1024)瑞崗段三小段
5431,(1025)瑞崗段四小段
5432,(1026)瑞崗段五小段
5433,(1034)瑞南段一小段
5434,(1044)瑞崗段六小段
5435,(1048)經貿段一小段
5436,(1051)經貿段二小段
5437,(1052)經貿段三小段
5438,(1053)經貿段四小段
5439,(1055)經貿段五小段
5440,(1056)經貿段六小段
5441,(1057)經貿段七小段
5442,(1058)經貿段八小段
5443,(1059)經貿段九小段
5444,(1011)憲德段
5445,(1039)憲德段一小段
5446,(1045)憲德段二小段
5447,(1003)興邦段
5448,(1047)興南段
5449,(1013)臨北段
5450,(1000)鎮東段
5451,(1001)鎮昌段
5452,(1033)鎮昌段一小段
5453,(1009)籬子內段籬子內小段
5454,(1010)籬子內段崗山子小段
5455,(1115)中興段
5456,(1117)太平段
5457,(1116)東沙段
5458,(1112)旗港段
5459,(1113)旗津段
5460,(1114)旗汕段
5461,(1215)二苓段
5462,(1227)二橋段
5463,(1253)二苓段一小段
5464,(1201)大林段
5465,(1205)大業段
5466,(1219)大林蒲段
5467,(1229)大坪頂段
5468,(1230)大人宮段
5469,(1263)大人宮段一小段
5470,(1264)大人宮段二小段
5471,(1272)大平段
5472,(1213)小港段
5473,(1208)山明段
5474,(1222)中廍段
5475,(1224)中林子段
5476,(1235)中厝段
5477,(1258)中廍段一小段
5478,(1266)中厝段一小段
5479,(1203)丹山段
5480,(1232)孔宅段
5481,(1269)孔鳳段
5482,(1240)水庫段
5483,(1271)合作段
5484,(1243)宏明段
5485,(1238)坪北段
5486,(1239)坪南段
5487,(1245)坪頂段
5488,(1247)坪鳳段
5489,(1268)坪松段
5490,(1225)店鎮段
5491,(1226)店子後段
5492,(1259)店鎮段一小段
5493,(1260)店鎮段二小段
5494,(1261)店子後段一小段
5495,(1262)店子後段二小段
5496,(1270)明義段
5497,(1246)松華段
5498,(1275)松金段
5499,(1274)沿海段
5500,(1209)青島段一小段
5501,(1210)青島段二小段
5502,(1249)青島段三小段
5503,(1250)青島段四小段
5504,(1244)南星段
5505,(1221)紅毛港段
5506,(1237)桂林段
5507,(1207)高鳳段
5508,(1216)高松段
5509,(1254)高松段一小段
5510,(1255)高松段二小段
5511,(1273)朝興段
5512,(1206)港墘段
5513,(1211)港和段一小段
5514,(1212)港和段二小段
5515,(1236)港興段
5516,(1241)港口段
5517,(1248)港墘段一小段
5518,(1251)港和段三小段
5519,(1252)港和段四小段
5520,(1200)鳳林段
5521,(1204)鳳宮段
5522,(1231)鳳鼻頭段
5523,(1234)機場段
5524,(1202)龍鳳段
5525,(1220)鹽水港段
5526,(1242)鹽水段
5527,(1256)鹽水港段一小段
5528,(1257)鹽水港段二小段
5529,(1214)莿葱腳段
5530,(1233)厦莊段
5531,(1267)厦莊段一小段
5532,(1409)七老爺段
5533,(1410)七老爺段一甲小段
5534,(1434)二甲段
5535,(1435)三甲段
5536,(1443)大貝湖段
5537,(1429)中崙段
5538,(1413)五甲段
5539,(1416)五甲段牛寮小段
5540,(1425)文山段
5541,(1427)文英段
5542,(1450)文雅段
5543,(1457)文福段
5544,(1420)牛潮埔段
5545,(1428)北門段
5546,(1436)四甲段
5547,(1447)正義段
5548,(1438)田中央段
5549,(1404)竹子腳段
5550,(1419)赤山段
5551,(1437)明頂段
5552,(1454)青年段
5553,(1460)保泰段
5554,(1462)保成段
5555,(1448)南華段
5556,(1430)建軍段
5557,(1421)埤頂段
5558,(1422)埤頂段一小段
5559,(1423)埤頂段二小段
5560,(1424)埤頂段三小段
5561,(1464)曹新段
5562,(1432)頂庄段
5563,(1452)頂新段
5564,(1459)頂宏段
5565,(1463)勝利段
5566,(1444)華英段
5567,(1446)華鳳段
5568,(1439)園尾段
5569,(1405)新庄子段
5570,(1406)新庄子段一小段
5571,(1412)新甲段
5572,(1456)瑞興段
5573,(1407)道爺廍段
5574,(1408)道爺廍段下菜園小段
5575,(1431)過埤段
5576,(1445)過勇段
5577,(1458)福誠段
5578,(1400)鳳山段縣口小段
5579,(1401)鳳山段大老衙小段
5580,(1402)鳳山段火房口小段
