說明,文章編號,永久連結,貼文訊息,類型,國家／地區,語言,已發佈,廣告受眾目標設定,like,comment,share
,127628276929_10157229534411930,https://www.facebook.com/cwgroup/posts/10157229534411930,【宜蘭兩天一夜旅行提案】#泡湯 #森林  過個雪山隧道，來到距離台北不遠的宜蘭，適合規劃兩天一夜的小旅行。  從最近的頭城開始走起，花個半天登上龜山島、賞鯨豚，散散步看著城市裡沒有的海，在巷弄間找內行人美食，海邊玩完，再到礁溪山林裡吸收芬多精，泡泡溫泉紓解身體的疲憊。兩天一夜的頭城、礁溪充電行程一次打包整理給你......→  文章來源：微笑台灣319鄉+,Link,,,10/24/20, ,39,2,3
,127628276929_10157232817706930,https://www.facebook.com/cwgroup/posts/10157232817706930,「薪資水平在這裡雖然比較低，卻還是活得比較像個人」。  哪個城市拿下最宜居第一名，進步最多的又是哪一個縣市？,Link,,,10/23/20, ,65,9,6
,127628276929_10157232025621930,https://www.facebook.com/cwgroup/posts/10157232025621930,#Off學【舒國治的瑞芳一日漫遊】  許多人經過瑞芳並不專程去玩，而是作為前往九份和金瓜石的中轉城鎮。這一次，跟隨作家舒國治從松山搭乘公車抵達瑞芳。走訪這個早年因礦業盛極一時，後又因許多電影在此取景，聲名大噪的小鎮。  早上九點出發，傍晚五點回到城市，短短八小時，有如一趟穿越時空的旅行！  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/23/20, ,140,1,16
,127628276929_10157233898716930,https://www.facebook.com/cwgroup/posts/10157233898716930,◤李安這六段金句讓全場沸騰！◢ 　 回顧過往，李安參加天下雜誌論壇的發言，可以說是他有史以來，最真誠告白：談身份，談台灣困境，談創作，談人生哲學，帶著他獨有的幽默感，且字字珠璣... ---  訂閱天下雜誌youtube，看盡天下事： >>https://bit.ly/3gR6jCc 　 #天下雜誌video  #李安,Video,,,10/23/20, ,418,5,84
,127628276929_10157233812221930,https://www.facebook.com/cwgroup/posts/10157233812221930,【郭董只排第四！台韓十大富豪排行榜，誰年輕又有錢？】 　 台積市值超越三星，差距正持續拉大；台灣GDP成長率也連4年超過韓國，但我們真的贏了嗎？ 　 細看 #台韓十大富豪榜，台灣平均年紀竟比韓國長13歲；攤開 #台韓市值前十大企業 比較表，台灣全靠「老三樣」撐場：半導體、電子、石化，韓國卻已煥然一新，誕生鋰電池、生技、網路的領導型企業。 　 當韓國不再是財閥當道，許多新創接連冒出頭，台灣除了靠台積電外，要怎麼一路贏下去？ 　  【更多精彩內容，請看《天下》深度分析】  #十大富豪完整排行 72歲vs.59歲｜台韓十大富豪平均年紀差一輪，是誰年輕又有錢？ https://bit.ly/3ktHrlR  #十大企業完整排行 0 vs.7家新產業｜台灣市值前十大都老面孔，韓國為何換血成功 https://bit.ly/2HAtWSH  #韓國不再只有財閥 一個失業魯蛇創業，窮到抵押器官籌錢　竟10年內打造出生技界鴻海 https://bit.ly/3kqPoby,Photo,,,10/23/20, ,342,33,46
,127628276929_10157229452376930,https://www.facebook.com/cwgroup/posts/10157229452376930,#廣編企劃【搶救剩食這樣做！】  一瓶飲料、一個舉杯的動作，加上一桌暖心美食，能拉近人與人之間的距離、讓彼此關係更緊密。  KIRIN Bar BEER × 明日餐桌聯手出擊，推廣延續剩食價值，期望消費者感受生活的愉悅與幸福之餘，也能朝向聯合國訂定的永續發展目標邁進、善盡身為地球公民的責任！  將剩餘食材變佳餚超容易上手食譜→  #剩食 #Barbeer #明日餐桌,Link,,,10/23/20, ,8,,
,127628276929_10157231377536930,https://www.facebook.com/cwgroup/posts/10157231377536930,【比數字更有感染力，驅動和改寫經濟事件的背後關鍵是？】  曾成功預言網路泡沫破裂，以及房價過熱引發金融危機的席勒說，難以解釋的經濟事件一再發生，1929年股市一夕崩盤就讓許多經濟學家摸不著頭緒。經濟崩盤之前，其實「故事」裡就有許多預兆？  🔥更多精彩內容，請看《不能只有台積電》 https://bit.ly/31lrYNn,Link,,,10/23/20, ,8,1,9
,127628276929_10157233728401930,https://www.facebook.com/cwgroup/posts/10157233728401930,"【#天下一週】為你趕進度   📌 美國大選終場辯論：美國總統大選候選人選前進行最後一場辯論。雙方針對新冠疫情、健保、朝鮮議題、兩人的從政紀錄等議題展開激辯。民調顯示，拜登在選戰中保持穩健領先。  📌 大同經營權變天：大同公司21日召開股東臨時會，全面改選9席董事，市場派共拿下7席過半，這是大同公司首次讓外部人一舉拿到絕對多數的席次，百年企業大同變天，經營權之爭也暫告一段落。鐵娘子林郭文艷的下一步怎麼走？  📌 國泰航空大裁員、港龍停運：國泰航空21日宣布裁員8,500人，旗下港龍航空走入歷史。同樣受新冠疫情重創的還有全日空（ANA），2020創下淨損5000億日圓（47.4億美元）的空前紀錄。  📌 教宗表態支持同婚：教宗方濟各表示，「沒有人應該因為性向被拋棄，或因此活在悲慘之中」。他支持同性伴侶的民事結合法律，有史以來最明確地表達了對同志的支持。  🔥 更多新聞大事，點開圖卡，一次掌握。  ▌掌握趨勢、報導真相，立即加入《天下》Line http://bit.ly/2W44ZBq",Photo,,,10/23/20, ,59,,4
,127628276929_10157229461951930,https://www.facebook.com/cwgroup/posts/10157229461951930,【假日必讀－放下執著，相信每一刻都是最好的安排】  命運從來不見得會照著我們的理想走，只是，從小我們就被教導追求，大多數的人，從來沒有學習過如何放下。歐洛芙深信，成功不能只想自己要達成什麼，更重要的是取決於你願不願意向意料之外的可能性臣服......  在人生旅途中，總會面對許多挑戰 透過閱讀，找到自己，在書中累積滿滿正能量！  閱讀完整文章：https://bit.ly/3dKgIyN 雜誌+年度10大暢銷書任選優惠：https://bit.ly/2T323W9,Photo,,,10/23/20, ,103,1,12
,127628276929_10157229519836930,https://www.facebook.com/cwgroup/posts/10157229519836930,【10條北海岸入門級看海步道】#健行 #步道  踩著步道、一步步拉開與城市相去甚遠的視野，無需花費太多時間就能將山的綠與海的藍一網打盡，吹著海風、呼著山林的氣息，細數10條北海岸可以看海的步道，找個週末假期隨時出發。......→  文章來源：微笑台灣319鄉+,Link,,,10/23/20, ,272,9,69
,127628276929_10157231972421930,https://www.facebook.com/cwgroup/posts/10157231972421930,【李奧貝納CEO#黃麗燕：我們可以說，未來每個人都會是一個品牌】 　 黃麗燕相信，在未來的世界，貨幣、商品或技能都可能貶值，只有信任是唯一不會貶值的價值。信任既是品牌的根本，品牌也是個人價值的展現。 　 許多人誤解品牌等於高端奢華，或是大企業的專利，但黃麗燕認為品牌真正的價值來自差異化。差異化是透過本質與自我認識建立。簡單來說，認識自己，就是創造品牌的開始。 　 🎇《Cheers》雜誌20週年！20個重磅名人，有話對你說 >>>https://cheerssocial.pse.is/wpuuz,Link,,,10/23/20, ,6,,
,127628276929_10157233032296930,https://www.facebook.com/cwgroup/posts/10157233032296930,#企業突圍【別不小心成為了這9種人】  哈佛經濟學家德明研究1980至今的職場任務，結果發現，強調「社會技能」的任務，大幅增加了24%，  傲慢難以成大事，但一味退縮道歉，也無法成功，底下歸納了9種永遠無法成功的人。  - 🔥訂閱「#企業突圍電子報」，立即掌握最新產業趨勢、經營管理心法 >> https://bit.ly/2LnMp3F,Link,,,10/23/20, ,49,2,32
,127628276929_10157232000136930,https://www.facebook.com/cwgroup/posts/10157232000136930,【謝謝那些來到的，不後悔那些已經發生的，揮手道別那些早已離去的】  你樂觀，碰到悲觀主義者，在他眼裡你就是假，你熱心，碰到自私的人，在他眼裡你就是雞婆，你相信夢想，碰到現實主義者，在他眼裡你說的你做的都是廢話.....,Link,,,10/23/20, ,6592,108,1414
,127628276929_10157232808076930,https://www.facebook.com/cwgroup/posts/10157232808076930,【用圖告訴你  關鍵下一秒，你的7項特質被看光】  你知道嗎？人們見到你的數秒內，就可以斷定你的社會地位、智商。,Link,,,10/23/20, ,180,1,118
,127628276929_10157229430031930,https://www.facebook.com/cwgroup/posts/10157229430031930,【被慈濟「挖角」的前聯電執行長　顏博文：上人說要「週修」二日】  他的人生，兩度當上執行長，前一次是與台積電並稱「晶圓雙雄」的企業界，這一次是來到版圖更大、心也更寬的慈善界。顏博文為何受到慈濟的感召，又為何被證嚴法師欽點，來改造、管理慈濟基金會？,Link,,,10/23/20, ,155,2,7
,127628276929_10157232088781930,https://www.facebook.com/cwgroup/posts/10157232088781930,◤温貞菱：努力學習，每個人都能活出不同的樣子◢ 從甜蜜的情侶到腹黑的千金，沒有她演不活的角色... 　 從《血觀音》中的腹黑千金、《奇蹟的女兒》中的正義女工 到近日在《我們戀愛吧》與KID演出的甜蜜情侶， 温貞菱演甚麼像什麼， 26歲就已奪下兩座金鐘獎的她 被譽為新一代「文青女神」 但其實她骨子裡不甘願只有一種面貌... ---  訂閱天下雜誌youtube，看盡天下事： >>https://bit.ly/3gR6jCc 　 #天下雜誌video 温貞菱 Wen Chen-Ling,Video,,,10/23/20, ,181,3,25
,127628276929_10157230984291930,https://www.facebook.com/cwgroup/posts/10157230984291930,【EQ極低的人有這7種跡象】 　 很多人的學術智商和社會智商水準正常，但情緒智商低得出奇。你很難與這些人建立健康的關係，因此與這些人結婚、做生意或共事前最好多加思考。 　 心理學家透露7個跡象，幫助你認出EQ極低的人⬇️⬇️,Link,,,10/23/20, ,1657,130,1091
,127628276929_10157229599646930,https://www.facebook.com/cwgroup/posts/10157229599646930,#夜間輕讀【80歲獨居阿嬤：習慣一個人，仍有特別孤獨的時候】  我一個人住27年了，不習慣也得習慣。到孩子家住，是住得習慣，但是離開十天半個月，還是想住自己的家，比較自由自在。  特別孤獨的時候，是看到親友鄰居陸續病倒、離世；是當孩子回家探望又離去後的那幾天；是明顯感到身體退化的當下；是害怕成為親人的包袱；是擔憂身體不佳的狀況下得適應陌生的安養機構......,Link,,,10/23/20, ,6510,144,798
,127628276929_10157231695831930,https://www.facebook.com/cwgroup/posts/10157231695831930,【沒有100分的照顧，只有剛剛好的照顧】  因為責任感重，導致承擔過度；因為愛家人，所以盡可能地付出。日復一日地，生活重心幾乎是以家人為主。可是，每天的相處上難免會有許多困難與不順心的事情，照顧的疲累加上看著家人生病失能的無能為力、挫折，或是得不到其他家人的協助而氣憤、委屈、悲傷、孤單……  承擔過度時到底該怎麼辦？,Link,,,10/23/20, ,42,5,8
,127628276929_10157230912246930,https://www.facebook.com/cwgroup/posts/10157230912246930,【高敏感族恐懼親密關係的6大原因】  覺得自己終究會遭背叛？明明想親近對方，遇到機會卻又閃躲？  測驗你是否恐懼親密關係？,Link,,,10/23/20, ,27,1,8
,127628276929_10157231935826930,https://www.facebook.com/cwgroup/posts/10157231935826930,#國際視窗【川普 vs. 拜登最後交鋒　選民比較愛誰？】 　 美國大選的最終辯論登場，這個被視為川普扭轉選情的最後機會，兩人從新冠疫情、健保，再緊咬彼此的「貪污史」。 　 川普有重新獲得選民青睞嗎？最新民調顯示，結果是⬇️⬇️  - 🔥不斷更新》美國總統大選動態　一次看搖擺州誰領先 >> https://bit.ly/2Ht6p64,Link,,,10/23/20, ,36,4,1
,127628276929_10157232015421930,https://www.facebook.com/cwgroup/posts/10157232015421930,#週五追影劇【比哭更有力量！一封女兒給父親的告別情書】  導演克絲汀強生，注意到年邁的父親身體漸不如前，她決定開啟一個很像在開玩笑的影像實驗。  紀錄片《爺爺的死亡排練》中，80多歲的迪克遭逢了各種死法：從樓梯滾下來、被從天而降的冷氣砸到、在工地被鋼筋刺穿。他被殺死，復活，又被殺死，又再度復活。這一遍遍殺死父親，竟是讓他永遠活下去的方法......  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/23/20, ,48,5,2
,127628276929_10157231905431930,https://www.facebook.com/cwgroup/posts/10157231905431930,【再往前一步就能奪牌，他卻在終點前停了下來…】 　 這個動人的畫面，發生在西班牙鐵人三項的競賽場上。領先整場的提格爾（James Teagle），卻在即將抵達終點時，跑錯方向，讓緊追在後的門特里達（Diego Mentrida）超越。 　 眼見勝負已分，但門特里達卻選擇停在終點前，讓提格爾逆轉獲勝！為何要放棄近在眼前的獎牌？門特里達給出了令全場動容的答案……  - 🔥更多精彩內容，請看《不能只有台積電》 https://bit.ly/31lrYNn,Link,,,10/23/20, ,126,13,15
,127628276929_10157232038206930,https://www.facebook.com/cwgroup/posts/10157232038206930,◤Selina重生日 任爸：爸爸媽媽以妳為傲◢ 女兒十年前經歷54%嚴重燒傷，任爸發了一封千字簡訊流露真情... 　 任爸：十年前的今天，下午四點多在健身房運動時，接到萱萱同事的電話，急促的被告知萱萱拍戲嚴重受傷了，我急問，有生命危險嗎⋯？一聲「有」，瞬間就像被閃電電擊到，自頭麻到腳底⋯⋯ 　 十年過去，Selina不僅挺過了54%嚴重燒傷，更是挺過了漫長的復健之路，跑步、爬山、游泳、泡湯全部都做到了！任爸欣慰感嘆：爸爸媽媽以妳為傲！ 　 回顧年初《天下》對Selina的訪問，其實不難發現她們一家人的好感情是如何培養出來的... ---  訂閱天下雜誌youtube，看盡天下事： >>https://bit.ly/3gR6jCc 　 #天下雜誌video 任家萱 Selina 任媽,Video,,,10/23/20, ,238,3,12
,127628276929_10157232000781930,https://www.facebook.com/cwgroup/posts/10157232000781930,【除了滅火的藍色　iPhone 12還有個尷尬的問題】　 　 iPhone 12今（23）日正式開賣，有的果粉甚至上週六就開始排隊，只為搶先拿到最新iPhone！上市前話題滿滿，但iPhone 12除了被嫌爆的「海軍藍」外，還有個尷尬的關鍵問題……,Link,,,10/23/20, ,41,2,3
,127628276929_10157231982766930,https://www.facebook.com/cwgroup/posts/10157231982766930,"【終場辯論》川普猛攻拜登家族醜聞，為何完全沒用？】 　 最終場辯論落幕，比起上一場文明許多。雖然川普仍狂打拜登的家族醜聞，連證人都找來了，但為何一點效用都沒有？美媒直接認定拜登勝出，為什麼？  - 🔥不斷更新》美國總統大選動態　一次看搖擺州誰領先 >> https://bit.ly/2Ht6p64""",Link,,,10/23/20, ,252,110,13
,127628276929_10157231778876930,https://www.facebook.com/cwgroup/posts/10157231778876930,【你時常覺得不快樂嗎？】  你可能有一、兩個甚至幾十個習慣，是害你不快樂的元凶。自我懷疑與自我批評，是人類大腦最常陷入的自然負面循環，還有哪些常見的關鍵原因，讓你不開心！  ▌升級《天下》LINE，自選頻道訂閱、打造你的專屬頭條 https://maac.io/1ffCR,Link,,,10/23/20, ,33,3,12
,127628276929_10157231780336930,https://www.facebook.com/cwgroup/posts/10157231780336930,【皇室外交的課題】#西餐禮儀的特訓 　 若要與各國交涉，日本必須展現出自己與歐美各國同屬文明國家的一面，推動西化遂成為新政府的方針。 　 然而當時日本既沒有適合國賓的飯店，對於接待禮儀也毫無頭緒，無論是演奏音樂、宴會座位安排等，都是史無前例的課題⋯⋯ 　 ▍「換日線 10X10 亮點人物」網路徵選開跑，成為青年領袖由此報名 >> bit.ly/32UHFvT,Link,,,10/23/20, ,30,1,2
,127628276929_10157231945286930,https://www.facebook.com/cwgroup/posts/10157231945286930,台灣法規原本要求，幼稚園不得以全天、半天或分科方式進行外語教學。然而在望子成龍的家長心態下形同虛設，如今更在「雙語國家」的政策走向中，傳出教育部有意鬆綁幼托園所外語教學的可能。  讓孩子提早學第二語言有什麼不好？在幼教老師的眼裡，事情並沒有這麼簡單：,Link,,,10/23/20, ,34,4,7
,127628276929_10157230904251930,https://www.facebook.com/cwgroup/posts/10157230904251930,【許多人離職都是因為主管問題，但老闆不喜歡處理人事關係】  職場，誰沒有背過黑鍋，只是夠不夠黑，黑到你能不能忍受，試問你是為了什麼來工作？為了理想還是夢想？為了薪水還是家計？為了生存還是生活？,Link,,,10/23/20, ,4266,142,854
,127628276929_10157231968886930,https://www.facebook.com/cwgroup/posts/10157231968886930,【台灣女孩跳舞發電，讓台電也驚艷】CSR在天下：#U20國際青年論壇  今天iPhone12正式開賣，預計5G會多消耗20%電力，續航力一直以來都是蘋果用戶的最大痛點。  2019年夏天，在英國街頭的台灣學生盧子涵，卻踩在發電地板上，邀請民眾共舞，自己也連續跳了四個小時的舞，換算成動能可以充飽兩隻iPhone。  回台灣後，她在教課班級中帶入體驗式課程，讓學生在肢體活動與舞蹈中，感受能源的流動與消耗，喚醒學生的永續意識。  台電電幻一號所館長徐譽魁聽完相當驚豔，沒有預期會聽到將理工領域的能源與人文藝術結合的分享。  能源議題生硬，且門檻高，但在CSR@天下的U20工作坊中，不僅有販售綠電的中盤商，更有利用植物、魚類，甚至是人體發電的行動方案。  台灣年輕人還能用科學、舞蹈或教育，提出什麼「能源永續」的想像？  #CSR #CSR天下 #企業社會責任 #U20 #國際青年論壇 #青年培力 #永續能源 #電幻一號所 #大江生醫 #徐譽魁 #王日新 #李東維 #永續發展 #瓦特先生,Link,,,10/23/20, ,1322,69,59
,127628276929_10157229442316930,https://www.facebook.com/cwgroup/posts/10157229442316930,#廣編企劃 【40年淬煉經典設計，設計教父陳俊良極簡的生活美學】  設計教父陳俊良，大家稱他「阿良老師」。2017年他從國際設計策展人跨足時尚圈，去年在台北時裝週推出「東裝｜墨白」。  極簡的設計風格，貫徹陳俊良的一生。陳俊良的朋友曾形容他和他的設計作品是「不優雅毋寧死，都要有高貴的靈魂」，而這樣的風格也展現在陳俊良的生活美學。  一起來看看「阿良老師」的家，是如何貫徹極簡美學，將簡單的質感完美呈現！  #設計教父 #陳俊良 #極簡設計 #影音劇院 #Panasonic,Link,,,10/23/20, ,17,4,
,127628276929_10157229504856930,https://www.facebook.com/cwgroup/posts/10157229504856930,#廣編企劃 《2020台灣產業新創投資白皮書》：台灣七成企業未做外部創新  黑天鵝事件不斷，變動成了新常態，比速度、比創新，成為企業未來決勝關鍵。 然而，即將在11月出爐的《2020台灣產業新創投資白皮書》卻發現，台灣兩千大企業中，近半數的企業仍偏重內部創新，且有高達七成未與國內外新創圈有任何形式的合作。  #台灣產業新創投資論壇 #黃日燦 #台灣產業創生平台 #台杉投資 #企業新創投資 #開放式創新 #台灣產業新創投資白皮書 #蔡明忠 #林憲銘 #momo #Appier,Link,,,10/23/20, ,3,,
,127628276929_10157229431601930,https://www.facebook.com/cwgroup/posts/10157229431601930,【直擊教育現場－彈性課程該怎麼教才能兼具深度與廣度、同時引起高中生的興趣？】  「我想教一堂有趣的歷史課，讓高中生也能『瘋狂』愛上。」  擁有25年教學經驗的歷史老師黃小萍，決定帶學生走出教室、探索城市建築的前世今生，同時結合影像和樂高積木，讓歷史課變得更有趣......  👉閱讀完整文章：https://bit.ly/37yfUfg 👉深入了解108課綱：https://bit.ly/34zWfZE  #108課綱 #素養教育 #2020天下教育特刊 #11月正式出刊 #現正預購中,Photo,,,10/23/20, ,18,1,3
,127628276929_10157229596866930,https://www.facebook.com/cwgroup/posts/10157229596866930,◤人人都可以成為品牌大使？這樣做打造超強品牌忠誠度◢ #北美前三大運動品牌Lululemon成功的秘訣就在這裡！ 　 現在不只有明星可以成為品牌大使，你也可以！ Lululemon任命健身素人為自家品牌大使；小米也鼓勵粉絲擔任品牌大使，分享對產品使用感受。他們這樣做不僅創造了向心力極大的粉絲社區，也成功讓顧客總價值發揮到了極致... --- 🎬 訂閱天下雜誌youtube，看盡天下事： >>https://bit.ly/3gR6jCc --- 🎬填問卷送「天下全閱讀」一個月： >>https://bit.ly/2HbgzJ7,Link,,,10/23/20, ,13,1,2
,127628276929_10157231454376930,https://www.facebook.com/cwgroup/posts/10157231454376930,#預購就熱銷超過5000本 　 【轉捩點】 #新書上市 地球超載著對立、衝突與危機，一場場風暴如海嘯般湧來。人人心中常感不安，追求真相的浪潮席捲世界每一個角落。這樣的關鍵時刻，卻可能為你我帶來生命最大的突破與翻轉。 　 【必要的創傷】 #心靈成長 「你這一生點點滴滴的創傷，也就是你這一生的貴人。這位創傷的貴人，會為你帶來最高的恩典。」──楊定一 　 【好睡】 #長銷熱賣 失眠，是每個人早晚會有的困擾。楊定一博士從科學、醫學、心理學、歷史和哲學出發，徹底推翻現代人對睡眠的認知，一步步陪伴你我回復均衡，找回好睡。 　 楊定一《全部生命系列》限時優惠， 任選兩本75折，全套29本超值68折再贈20吋行李箱 → https://bit.ly/2HpTt1o,Photo,,,10/22/20, ,67,,8
,127628276929_10157231705136930,https://www.facebook.com/cwgroup/posts/10157231705136930,【當一個不愛念書的孩子被允許自由探索，我才終於從黑暗走了出來】 　 回想在台灣接受的義務教育，一切以升學為導向，對於我這個不擅長背誦、大道理的孩子來說，「快樂」似乎只是課文裡面才會出現的詞語。 　 那段時間，謝老師似乎可以看穿我，總是讓我藉著做科展的名義，待在實驗室跟圖書館裡，可以安靜探索自己，成為我在黑暗中，一道隱隱約約的光。,Link,,,10/22/20, ,215,9,38
,127628276929_10157231636246930,https://www.facebook.com/cwgroup/posts/10157231636246930,【如何打造瘦子體質？】  許多減肥法訴求不吃飯、不吃澱粉類，事實上，低醣類、高蛋白雖能快速瘦身，卻是復胖率最高的減肥方式。  為什麼有些人就是吃不胖？以下為你揭密：,Link,,,10/22/20, ,29,2,6
,127628276929_10157231663646930,https://www.facebook.com/cwgroup/posts/10157231663646930,【明年壽險保費確定不漲了！】  壽險業者原本建議明年1月責任準備金利率應再調降至少1碼，即保費會再漲5%~10％，是什麼原因讓情況逆轉？金管會主委黃天牧為什麼認為，新台幣狂升之際，保險業者受得了呢？,Link,,,10/22/20, ,48,,3
,127628276929_10157229444281930,https://www.facebook.com/cwgroup/posts/10157229444281930,#廣編企劃 【城市導入設計，居民更幸福了！】  隨著人口密度上升，城市設計成了一項複雜的問題，每個城市面臨的問題與價值抉擇也各不相同。  2020台灣設計展今年以「城市治理」為主題，邀來新竹與基隆市長，及各領域的設計人，一同討論如何利用設計思維，讓城市變幸福！  錯過論壇的讀者，不要再錯過精彩的活動報導   👉  #新竹設計論壇 #台灣設計展 #新竹 #設計論壇,Link,,,10/22/20, ,24,,2
,127628276929_10157231276556930,https://www.facebook.com/cwgroup/posts/10157231276556930,【川普經濟學帶來哪3個啟示？】  美國大選最後一場總統辯論在今天上午舉行，根據民調顯示，美國民眾普遍肯定川普的經濟政績，這一塊確實是他唯一沒有慘輸拜登的領域。但今年大選經濟牌還有效果嗎？  🔥更多精彩內容，請看《不能只有台積電》 https://bit.ly/31lrYNn,Link,,,10/22/20, ,25,3,1
,127628276929_10157231318766930,https://www.facebook.com/cwgroup/posts/10157231318766930,"【遭金管會解職、退出街口投信，他是純網銀開幕前最該緊張的人】  5年前，胡亦嘉一手創建街口支付，如今有350萬名用戶，除了是台灣電子支付龍頭，更是近年金融科技新創最亮眼新星。卻因為街口投信事件，讓他與專業經理人成了金管會的黑名單，未來在金融發展將困難重重。  網銀開幕後，台灣支付品牌還有未來嗎？  - 【加入《天下》Telegram ，每日早晨直送國內外重要新聞】點擊連結👉 http://t.me/cwmagazine""",Link,,,10/22/20, ,25,5,2
,127628276929_10157225645581930,https://www.facebook.com/cwgroup/posts/10157225645581930,【張忠謀：沒有一時一刻不掛念公司，但時間主導權在自己】  工作的時候努力工作，在公司工作5天後，能有完整、自由、自主支配的2天假日，非常重要，那是張忠謀調劑工作和生活最重要的因素。  張忠謀認為，每個人應該都要擁有足夠的時間去過家庭生活、社交生活，追求自己的興趣↙️↙️,Link,,,10/22/20, ,392,13,47
,127628276929_10157231251336930,https://www.facebook.com/cwgroup/posts/10157231251336930,【貝佐斯的三個必考面試題】  為了確保用人的高品質，貝佐斯要徵才的部門主管在正式錄取新人前，一定要考慮三個關鍵問題。當被問到了，面試者又該怎麼回答？,Link,,,10/22/20, ,13,3,3
,127628276929_10157229651841930,https://www.facebook.com/cwgroup/posts/10157229651841930,#企業突圍【不要玩食物！椰香乖乖加牛奶，竟然熱賣20萬瓶？】 　 新貴派、77乳加、旺仔小饅頭…這些從小吃到大的餅乾，竟然被放到飲料架上了！把零食變飲料，是誰想出來的鬼點子？為什麼這麼多人買單？ 　 - 🔥訂閱「#企業突圍電子報」，立即掌握最新產業趨勢、經營管理心法 >> https://bit.ly/2LnMp3F,Link,,,10/22/20, ,23,7,3
,127628276929_10157230881371930,https://www.facebook.com/cwgroup/posts/10157230881371930,#今日熱文【為何林家守不住百年大同？】 　 大同董事長林郭文艷守下了5次以上的經營權之爭，最後仍不敵市場派。 　 邁入21世紀之後，大同集團只有6年獲利，其餘年度稅後純益皆為負。大同從國貨代名詞，成為經營權之爭的代名詞。 　 從工業報國的中心，到只剩土地價值的大同，如何一路衰敗？林郭文艷還有招嗎？ 　 【加入《天下》Telegram ，每日早晨直送國內外重要新聞】 點擊連結👉 http://t.me/cwmagazine,Link,,,10/22/20, ,506,62,27
,127628276929_10157230898776930,https://www.facebook.com/cwgroup/posts/10157230898776930,盯著自己的鞋子看？男性是在胯部前握緊雙手？女生用文件或皮包擋在胸前？  搭電梯時，你都在裡頭做些什麼？別小看在電梯裡的10秒鐘，它可是讀人、讀心的最佳時機。,Link,,,10/22/20, ,34,2,24
,127628276929_10157230877041930,https://www.facebook.com/cwgroup/posts/10157230877041930,＃天下晨間新聞　  球給台積電？英特爾公布財報，受晶片業務影響，營收獲利雙雙下滑。  美國核准第一個治療新冠病毒病藥物，正是《天下》4月報導的瑞德西韋。,Link,,,10/22/20, ,73,1,5
,127628276929_10157227137711930,https://www.facebook.com/cwgroup/posts/10157227137711930,【iPhone 12值得買嗎？　那些發表會沒說的事】  有時候，那些蘋果沒說的事，卻透露了最多訊息。,Link,,,10/22/20, ,19,,2
,127628276929_10157227132216930,https://www.facebook.com/cwgroup/posts/10157227132216930,【讓你工作能力變強的６種食物】  工作能力怎麼變強？有人選擇進修、多讀書，或是用最近很紅的正念冥想。但其實，許多人都忽略最簡單和基本的方式——吃對東西！,Link,,,10/22/20, ,62,,21
,127628276929_10157229588351930,https://www.facebook.com/cwgroup/posts/10157229588351930,◤角逐影帝 莫子儀：演員最重要的是透過表演傳達愛◢ 金馬入圍６項大獎 親愛的房客上映了！　 　 #親愛的房客是一個很有愛的劇本—莫子儀 　 從迷惘的青少年到被表演啟發成為演員 莫子儀因為經歷過人生的起起伏伏， 所以更能了解《親愛的房客》中陳建一那種 想要保護人、想要愛人的感受... 　 入行24年作品遍及劇場、電視、電影， 溫文形象深植人心的莫子儀 坦承自己是個不社會化的人， 表演是他與社會連結的唯一方式。 　 #大家準備好去電影院看戲了嗎?! --- 🎬 訂閱天下雜誌youtube，看盡天下事： >>https://bit.ly/3gR6jCc 　 #天下雜誌video 牽猴子電影粉絲俱樂部 莫子儀 MO Tzu-yi Morning 親愛的房客 Dear Tenant　 姚淳耀 Yao Chun Yao,Video,,,10/22/20, ,64,1,17
,127628276929_10157228843461930,https://www.facebook.com/cwgroup/posts/10157228843461930,【李四端：人生的順利，千萬不要告訴自己，那就是一切】 　 年少得志坐上主播台的李四端，1989年在一次選舉新聞播報中，誤信謠言而犯下大錯，必須在電視機前對著全國的觀眾，每30分鐘道歉一次，從晚上8點半道歉到12點，也斷送了主播工作。 　 他說，「那兩年我學到，人生在高處的時候，千萬別忘了很多的危險就在後面。」,Link,,,10/22/20, ,11205,136,987
,127628276929_10157229554011930,https://www.facebook.com/cwgroup/posts/10157229554011930,#夜間輕讀【擁抱情緒的價值，你不需要總是正向積極】  今日社會變化如此迅速，人們的情緒回應卻愈趨僵化，執著於擁有「正向」的感情表達，告訴癌症患者時刻保持積極、 女人不要那麼情緒化...... 看似立意良好，實則殘酷又刻薄。  你可能認為自己在控制不必要的情緒， 但實際上，情緒反而控制著你。如何擁抱情緒，卻不被情緒主宰？哈佛大學心理學家蘇珊·戴維這樣說：  -- ▌升級《天下》LINE，立享3日網站免費暢讀，再送$100折價券 https://maac.io/1ffB2,Link,,,10/22/20, ,65,3,19
