文章編號,永久連結,貼文訊息,類型,國家／地區,語言,已發佈,廣告受眾目標設定,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
127628276929_10157182218741930,https://www.facebook.com/cwgroup/posts/10157182218741930,【埃及神秘地址文化】#台灣人應該都會迷路 　 你知道要怎麼寄東西給住在埃及的朋友嗎？ 　 埃及人習慣以「相對位置」去稱呼自己的所在地，作者搬到埃及以來也一直以「Fathalla 超市後面那棟建築物」來稱呼自己的住處，然而有一天，台灣的朋友需要寄東西給自己...... 　 埃及的門牌號碼有一個自成體系的神祕系統，來看看作者「踏破鐵鞋」最終尋覓到的真正地址到底是什麼→ 　 ▍「換日線 10X10 亮點人物」網路徵選開跑，成為青年領袖由此報名 >> bit.ly/32UHFvT,Link,,,10/3/20, ,21129,21129,0,23370,23370,0,492,475,502,3,3,22005,19824,0,0,460,0,0,0,0,0,0,0,0,0,0
127628276929_10157182216561930,https://www.facebook.com/cwgroup/posts/10157182216561930,在學校裡，總會出現這麼幾個令人頭痛的孩子。他們從小就常和同學起衝突，不願意讀書，或者偷竊、打架。年紀稍長以後，有人開始出入感化院，被貼上「不良少年」的標籤，人生越來越往犯罪的路上偏斜......   走上這條路，真的是他們願意的嗎？一些針對非行少年的研究發現，某些孩子其實是天生就有閱讀障礙或認知障礙。他們不是不願意守規矩好好念書，而是壓根就無法理解大人要他們做的事：,Link,,,10/3/20, ,21140,21140,0,23466,23466,0,279,233,250,0,0,22230,19803,0,0,262,0,0,0,0,0,0,0,0,0,0
127628276929_10157188268756930,https://www.facebook.com/cwgroup/posts/10157188268756930,【川普確診，美股不意外？】  英國首相強森確診時，英國股市大跌5%，  美國總統川普確診，美股倒是相對淡定，只意思意思跌一下。  為什麼恐慌崩跌沒發生？  下一週的投資市場，要關注什麼？,Link,,,10/3/20, ,82263,82263,0,90789,90789,0,5172,4714,5342,4,4,86180,77907,0,0,4569,0,0,0,0,0,0,0,0,0,0
127628276929_10157182097156930,https://www.facebook.com/cwgroup/posts/10157182097156930,#廣編企劃【育兒壓力大？ 新北市拚托育政策、撐爸媽】  「抽到公托」對現代雙薪小家庭而言，是家庭經濟的一大轉折點。新北市政府2011年首創全國第一家公共托育中心開始廣設公托，截至今年9月底已達75家，整體家外托育率為35％，遠高於全國平均值15-20％，成為各縣市取經的對象。市府喊出持續朝年底增設20家、2021年實現公托120家的目標，與經濟合作發展組織（OECD）國家的友善托育齊頭並進。  #新北市政府 #公托 #托育 #育兒,Link,,,10/3/20, ,21927,21927,0,24777,24777,0,220,163,173,0,0,23543,21054,0,0,206,0,0,0,0,0,0,0,0,0,0
127628276929_10157178082866930,https://www.facebook.com/cwgroup/posts/10157178082866930,#3分鐘搶救爛英文【「去社交」可以說「去 social」嗎？】  日常生活中我們常常會中英夾雜，相信大家一定有聽過：「我晚上要去 social 一下」、「麗華姐真的很愛 social 耶」......，英文真的可以這樣說嗎？一起來學習的說法吧！  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/3/20, ,17168,17168,0,18734,18734,0,419,406,434,0,0,17700,16399,0,0,392,0,0,0,0,0,0,0,0,0,0
127628276929_10157184845546930,https://www.facebook.com/cwgroup/posts/10157184845546930,【「教養孩子，誰說快樂與傑出只能二選一？」矽谷教母教養秘訣大公開】 ⠀ 每個孩子自有不同的學習方法與進程，身為家長，能做的就是耐心陪伴、相信他們、給予責任，讓他們有空間找出人生的熱情。 ⠀ 🌻延伸閱讀【所有人都適用、矽谷教母的TRICK教養心法】https://bit.ly/2F5T0zI ✨好書推薦《養出內心強大的孩子：全球都在學的矽谷教養法，幫孩子配備未來最重要的人生實力》https://bit.ly/3ly4OM5,Link,,,10/3/20, ,16345,16345,0,18743,18743,0,162,143,157,0,0,17665,15418,0,0,145,0,0,0,0,0,0,0,0,0,0
127628276929_10157181995396930,https://www.facebook.com/cwgroup/posts/10157181995396930,【藏在南國小巷裡的80年日式老屋】#屏東 #咖啡  走在鬧中取靜的屏東市區巷弄內，天藍色屋頂的老宅赫然出現於眼前，從綠意蔓生的美麗院落，走進日式老宅改建的春若精品咖啡，我們驚訝地發現，在這人口不到台北市十分之一的小鎮，竟隱身一間專業級精品咖啡館......→  文章來源：微笑台灣319鄉+,Link,,,10/3/20, ,36208,36208,0,37870,37870,0,757,640,674,3,3,35722,34349,0,0,692,0,0,0,0,0,0,0,0,0,0
127628276929_10157187651221930,https://www.facebook.com/cwgroup/posts/10157187651221930,總是覺得別人活得比你好？給自己設下標準「等到……我就會快樂了」？  是的，你的想法有毒！,Link,,,10/2/20, ,35143,35143,0,38299,38299,0,937,872,918,2,2,36276,33358,0,0,847,0,0,0,0,0,0,0,0,0,0
127628276929_10157188066096930,https://www.facebook.com/cwgroup/posts/10157188066096930,【美國大選倒數30天】＃美國大選看天下  川普可以像英國首相強森一樣，用病體換得支持嗎？  還是，拜登有機會趁機拉大差距？,Link,,,10/2/20, ,31641,31641,0,35464,35464,0,786,713,773,2,2,33602,30034,0,0,716,0,0,0,0,0,0,0,0,0,0
127628276929_10157181968541930,https://www.facebook.com/cwgroup/posts/10157181968541930,#廣編企劃  【水洗雞v.s.氣冷雞 更安全優質的雞肉選項】  過去三十多年來，台灣的雞肉主要是採取傳統的水冷式降溫法， 也就是將大批雞肉泡在冰水槽中，可能造成交叉汙染，潮濕環境也使得細菌、微生物容易滋生。  為了讓台灣消費者享有更好的雞肉品質，福壽實業集團旗下的洽富實業引進全台唯一的歐洲規格氣冷式設備， 提供媲美歐盟標準、最高安全規格的雞肉。  #氣冷雞 #洽富實業 #氣冷式設備 #食安 #CAS認證,Link,,,10/2/20, ,18239,18239,0,20663,20663,0,132,110,116,3,3,19576,17421,0,0,123,0,0,0,0,0,0,0,0,0,0
127628276929_10157187843421930,https://www.facebook.com/cwgroup/posts/10157187843421930,早在日治時期產自古坑的咖啡，即曾被總督府進貢給日本天皇，  2005年卻傳出進口豆混充本土豆以高價出售，動搖消費者信心，單日來客量從最高3萬人萎縮剩不到千人，餐廳和民宿一家家熄燈，咖啡庭園更僅剩25家。  為了「復辟」皇室咖啡，雲林縣政府找來緯創子公司，共同發動革命。科技化的農業管理，讓農民再也不必看老天臉色。  🔥更多精彩內容，請看《迎戰美豬，台灣怎麼贏？》https://bit.ly/3ckWgUr,Link,,,10/2/20, ,34295,34295,0,37732,37732,0,518,402,431,0,0,33901,30904,0,0,386,0,0,0,0,0,0,0,0,0,0
127628276929_10157187835191930,https://www.facebook.com/cwgroup/posts/10157187835191930,#假日看好書  履歷表上寫的都是學歷、資歷、做過什麼工作、住址、家庭狀況，一點都看不出「我是誰？」  好好想想你是誰。  思索一下你最想成為什麼樣的人。,Link,,,10/2/20, ,98999,98999,0,107496,107496,0,7108,6434,7106,2,2,60031,55775,0,0,1988,0,0,0,0,0,0,0,0,0,0
127628276929_10157186850796930,https://www.facebook.com/cwgroup/posts/10157186850796930,"【#天下一週】為你趕進度   📌 美國總統#川普確診新冠肺炎：美國總統川普在推特宣布，他與第一夫人梅蘭妮亞新冠肺炎確診，將立刻開始隔離與治療程序。感染科醫師認為，日前舉行總統大選辯論會，候選人拜登遭感染風險極高。  📌 美國總統大選首場辯論會登場：美國大選首場辯論登場，整場辯論會最常出現的句子是「That's not true」，最令人印象深刻的金句是拜登盛怒之下喊出的「Will you shut up, man」。  📌 #我的祖國：藝人歐陽娜娜、張韶涵在中國國慶晚會獻唱《我的祖國》，引起正反熱議。陸委會提醒不要淪為中共對台統戰的樣板。  📌 #竹內結子 輕生離世：有「笑顏女王」之稱的日本女星竹內結子9月27日在家中輕生，享年40歲，消息一出，震撼日本演藝圈。 對於竹內疑似因產後憂鬱尋短，精神科醫師認為，「媽媽請先照顧好自己。」  🔥 更多新聞大事，點開圖卡，一次掌握。  ▌掌握趨勢、報導真相，立即加入《天下》Line http://bit.ly/2W44ZBq",Photo,,,10/2/20, ,43542,43542,0,49985,49985,0,1003,909,1011,3,3,46955,40819,0,0,915,0,0,0,0,0,0,0,0,0,0
127628276929_10157184844806930,https://www.facebook.com/cwgroup/posts/10157184844806930,【 1929年發生美國歷史上最嚴重的股災，流傳很多商人自殺的故事，卻不是自殺率最高的一年？】 ⠀ 在暢銷書《1929年大崩盤》中，高伯瑞表示，1929年股市崩盤之後，自殺的人其實並未大幅增加。但是，當年真的出現了很多關於這種自殺的敘事，這是怎麼回事？ ⠀ 📣延伸閱讀【爆紅的敘事如何影響經濟？品牌設計、媒體都是故事的一環】https://bit.ly/3kMdM75 🌻天下好書推薦《故事經濟學：比數字更有感染力，驅動和改寫經濟事件的耳語、瘋傳、腦補、恐懼》https://bit.ly/3i1kTHb,Link,,,10/2/20, ,13736,13736,0,15564,15564,0,210,199,236,1,1,14698,13077,0,0,196,0,0,0,0,0,0,0,0,0,0
127628276929_10157181994761930,https://www.facebook.com/cwgroup/posts/10157181994761930,【為台灣山林留下珍貴記憶】#登山 #百岳 #麥覺明  台北內湖的金面山海拔只有250公尺，步道前半與後半自然景觀大不同。途中經過清代採石場加上山腳腹地，更是有說不完的台北城故事。由荒野保護協會解說志工林智謀帶路金面山，不只介行遍山林，不管是第一次抵達，或是不斷回返，麥覺明都告訴自己要珍惜當下，「我們所拍攝的，慢慢成為歷史的影像記憶庫。」走過的大大小小山岳，為麥導的人生畫上份量十足的記號，也讓我們在《MIT台灣誌》中，看見大山、人類、土地站在一起的溫暖細膩......→  文章來源：微笑台灣319鄉+,Link,,,10/2/20, ,24940,24940,0,27972,27972,0,363,236,261,1,1,26249,23504,0,0,335,0,0,0,0,0,0,0,0,0,0
127628276929_10157182519101930,https://www.facebook.com/cwgroup/posts/10157182519101930,【#社畜 必看：遇到 #職業倦怠？這６種方式幫你找回工作動力！】 　 日復一日的工作久了，你是否總覺得一直在重複一樣的內容，像個工作活屍一樣，上班打卡下班，找不到工作的熱情？ 　 不如試著接受這樣的感受，並試圖用以下方式，排解這些困擾吧↘️,Link,,,10/2/20, ,10278,10278,0,11515,11515,0,204,180,187,0,0,10928,9842,0,0,191,0,0,0,0,0,0,0,0,0,0
127628276929_10157186321156930,https://www.facebook.com/cwgroup/posts/10157186321156930,運動的頻率，可能也會影響大腦的體積。,Link,,,10/2/20, ,38935,38935,0,42618,42618,0,1410,1339,1384,3,3,40512,37455,0,0,1312,0,0,0,0,0,0,0,0,0,0
127628276929_10157186280451930,https://www.facebook.com/cwgroup/posts/10157186280451930,雞蛋到底該怎麼吃？真的有吃太多的問題嗎？,Link,,,10/2/20, ,22513,22513,0,23824,23824,0,789,759,778,2,2,22706,21427,0,0,736,0,0,0,0,0,0,0,0,0,0
127628276929_10157187640626930,https://www.facebook.com/cwgroup/posts/10157187640626930,【一本猶太經典，養出2019年標普500企業最高薪執行長蘇姿丰】  蘇姿丰近年寫下的傳奇，充分印證猶太格言。而她的父親，正是用猶太智慧養大了蘇姿丰，「他們從來不看過去，就是展望未來。」,Link,,,10/2/20, ,9037,9037,0,10054,10054,0,293,263,269,2,2,8500,7764,0,0,261,0,0,0,0,0,0,0,0,0,0
127628276929_10157182226831930,https://www.facebook.com/cwgroup/posts/10157182226831930,金曲31就在今晚(10/3)！ ◤阿爆成首位原民入圍大贏家  青峰封王呼聲高◢ 準備好烤肉跟柚子了嗎？今年中秋就讓金曲31陪你一起賞月吧🌕 　 今年金曲緊張又刺激！ 阿爆以母語專輯入圍8項大獎，對上鄧紫棋、陳珊妮等強勁對手，大獎將落誰家？ 青峰單飛一鳴驚人，問鼎金鐘封王呼聲高！ 　 金曲前就先跟著《天下》一起來回顧他們製作歌曲的心路歷程吧! -- 高畫質版本請訂閱天下雜誌 youtube 頻道： >> https://bit.ly/2HJIuj9 　 #天下雜誌video,Video,,,10/2/20, ,67822,67822,0,74468,74468,0,1571,1362,1723,15,16,68514,61983,0,0,1408,40,40,0,0,22714,23412,0,0,10731,1478058
127628276929_10157183243956930,https://www.facebook.com/cwgroup/posts/10157183243956930,腰間綁著4000美元現鈔，她赴美求學。在美國5個孩子都沒吃飽，她還要吃丈夫的拳頭、挨丈夫的打。  最終，她讓殘暴的丈夫遣返出境，繼續堅持不懈，取得學士和碩士學位。在2009年取得博士學位。  原來，凡事皆有可能。,Link,,,10/2/20, ,41810,41810,0,46975,46975,0,1569,1512,1700,6,6,44303,39195,0,0,1468,0,0,0,0,0,0,0,0,0,0
127628276929_10157186289811930,https://www.facebook.com/cwgroup/posts/10157186289811930,某幾年就是不好過。,Link,,,10/2/20, ,37508,37508,0,41617,41617,0,1867,1830,2017,2,2,39499,35709,0,0,1746,0,0,0,0,0,0,0,0,0,0
127628276929_10157186276561930,https://www.facebook.com/cwgroup/posts/10157186276561930,無論是不斷回想上週犯下的錯誤，還是擔心明天能否成功，總是想太多確實有可能讓人疲累不堪。無法擺脫那些想法，會讓你時時處於痛苦之中。  每個人偶爾都會想太多，但如果你是個真正的、容易想太多的人，你會難以讓腦海裡那些吵雜無比的想法安靜下來。,Link,,,10/2/20, ,26435,26435,0,29122,29122,0,424,365,399,2,2,27400,24776,0,0,391,0,0,0,0,0,0,0,0,0,0
127628276929_10157183240326930,https://www.facebook.com/cwgroup/posts/10157183240326930,你知道人的一生，花多少時間找東西嗎？答案是：15個月。  如果把這一萬小時省下來，可以成就多少事？時間管理是藝術，也是習慣；成敗在這細節裡。,Link,,,10/2/20, ,17145,17145,0,19066,19066,0,265,207,217,1,1,17555,15718,0,0,242,0,0,0,0,0,0,0,0,0,0
127628276929_10157186247176930,https://www.facebook.com/cwgroup/posts/10157186247176930,魏如萱（娃娃）創作專輯《藏著並不等於遺忘》，獨特多元的音樂風格，一舉入圍本屆金曲「最佳國語女歌手」、「最佳國語專輯」等6項大獎。  父親、好友相繼離世，她說，「我其實真的無法忘記他們離開，所以我說服自己，與其一直去抵抗想念的感覺，那不如就把它寫出來吧，也許過幾年我會好很多，但我還是希望紀錄現在的感受，讓他們知道我真的很想念他們！」,Link,,,10/2/20, ,44559,44559,0,47493,47493,0,664,571,599,2,2,44728,41910,0,0,611,0,0,0,0,0,0,0,0,0,0
127628276929_10157186238961930,https://www.facebook.com/cwgroup/posts/10157186238961930,＃週五追影劇  漫漫連假，有什麼好劇值得追？《天下》精選8部熱播中與即將上檔的各國新劇，不妨放入你的秋季片單。  這週追不完，還有下週雙十連假唷！,Link,,,10/2/20, ,117010,117010,0,130992,130992,0,12552,12414,12623,6,6,60471,53406,0,0,3666,0,0,0,0,0,0,0,0,0,0
127628276929_10157185832896930,https://www.facebook.com/cwgroup/posts/10157185832896930,【「少壯不努力，老大徒傷悲」是真的！】  5000年前文字問世後，人類大腦也發生了變化，處理文字的腦功能，把辨識面孔功能趕到一邊。我們該如何善用這種競爭關係，強化自己的大腦？  🔥更多精彩內容，請看《迎戰美豬，台灣怎麼贏？》https://bit.ly/3ckWgUr,Link,,,10/2/20, ,20181,20181,0,22885,22885,0,866,762,823,2,2,21502,18975,0,0,800,0,0,0,0,0,0,0,0,0,0
127628276929_10157180069056930,https://www.facebook.com/cwgroup/posts/10157180069056930,◤中秋烤肉配啤酒！日商解密台灣人飲啤酒習慣◢ ＃中秋烤肉你配的是國產還是進口啤酒呢? 　　 國民政府時期因實行專賣制度， 讓台灣啤酒一枝獨秀，佔據整個市場。 　 2002年，台灣加入WTO全面開放市場後， 進口啤酒市佔率開始逐年攀升。 　 進口啤酒除了對台灣人來說具有新鮮感外， 外商在行銷策略上也下足功夫， 他們從研究台灣人習性與文化著手... 　 #祝大家中秋節快樂🌕 --  高畫質版本請訂閱天下雜誌 youtube 頻道： >> https://bit.ly/3jhL6Te 　 #天下雜誌video,Video,,,10/2/20, ,45977,45977,0,51113,51113,0,695,662,800,4,4,47601,42983,0,0,607,331,342,0,0,10077,10603,0,0,6207,265066
127628276929_10157186404386930,https://www.facebook.com/cwgroup/posts/10157186404386930,#本日最重要  川普確診，開始隔離。  美國大選只剩一個月，接下來，美國政局、投資市場會怎麼走？,Link,,,10/2/20, ,55188,55188,0,58937,58937,0,3023,2851,3087,5,5,55694,52011,0,0,2776,0,0,0,0,0,0,0,0,0,0
127628276929_10157186270096930,https://www.facebook.com/cwgroup/posts/10157186270096930,脹氣好難受。  多吃纖維居然沒有用。,Link,,,10/2/20, ,54692,54692,0,60324,60324,0,2765,2663,2997,7,7,57486,52153,0,0,2573,0,0,0,0,0,0,0,0,0,0
127628276929_10157186264391930,https://www.facebook.com/cwgroup/posts/10157186264391930,口水戰？,Link,,,10/2/20, ,68785,68785,0,75032,75032,0,2933,2723,2839,5,5,70645,64877,0,0,2711,0,0,0,0,0,0,0,0,0,0
127628276929_10157182216126930,https://www.facebook.com/cwgroup/posts/10157182216126930,【學長姊，我來就好。】#台灣航空的變色龍文化 　 剛開始飛時，我在台灣的航空公司任職，朋友見面都會興奮問我：「當空服員好玩嗎？」 　 我總是沉重地回答：「......當空服員，大概就跟男生當兵一樣。」尤其是什麼都不懂的菜鳥，難熬啊！ 　 隨著時間過去，在學長姊多方調教下，也慢慢練就出察言觀色、寵辱不驚的本領——身為最資淺的菜鳥，姿態要謙卑、做事要勤快，任何工作主動去做就對了，千萬別勞駕學長姊。「有事，弟子服其勞。」──這是台灣航空職場倫理的基本功。 → 　 ▍「換日線 10X10 亮點人物」網路徵選開跑，成為青年領袖由此報名 >> bit.ly/32UHFvT,Link,,,10/2/20, ,35830,35830,0,40466,40466,0,814,766,819,3,3,38183,33992,0,0,740,0,0,0,0,0,0,0,0,0,0
127628276929_10157182215876930,https://www.facebook.com/cwgroup/posts/10157182215876930,我們常說，閱讀有如站在巨人的肩膀看世界，幫助孩子看得更高，望得更遠。然而，找到巨人不見得那麼容易，如果孩子根本不知道閱讀的大門在哪裡，我們又如何期待他們走進閱讀的世界？  長期在台灣鄉鎮推動閱讀教育的許慧貞老師認為，許多孩子不見得無法理解閱讀的樂趣，只是因為他們沒有遇上一個適合的「引路人」。而這也成為她當初開辦「行動繪本圖書館」的初衷：,Link,,,10/2/20, ,21257,21257,0,23141,23141,0,265,213,229,2,2,21844,19940,0,0,242,0,0,0,0,0,0,0,0,0,0
127628276929_10157183229956930,https://www.facebook.com/cwgroup/posts/10157183229956930,【工程師35歲退休：別把錢花在這6件事上，你也做得到】  你花了哪些冤枉錢？  2016年，一位35歲工程師辭去年薪百萬的工作退休，小他4歲的太太，一年後跟進退休。  「不把辛苦錢花在6件事上，你也可以做得到」。,Link,,,10/2/20, ,35764,35764,0,40128,40128,0,2255,2172,2469,5,5,35721,32183,0,0,1823,0,0,0,0,0,0,0,0,0,0
127628276929_10157182327381930,https://www.facebook.com/cwgroup/posts/10157182327381930,【幫員工減重、甩肉，控制高血壓風險】  科技業薪優福利好，羨煞不少上班族。但光鮮亮麗背後，卻隱藏不少辛酸，特別是「過度使用」的身體，常潛藏沉默未爆彈。  但這家公司，2016年起全面把辦公區座椅改為市價上萬的人體工學椅，還幫員工甩肉，他們是誰？  ▲【立即訂閱 CSR@天下 電子報】http://bit.ly/33pQWtV ▲【立即加入 CSR在天下 臉書粉專】http://bit.ly/2PLATmi  #CSR天下 #CSR #企業社會責任 #健康職場 #全人健康 #原相 #科技業 #員工健檢,Link,,,10/2/20, ,53018,53018,0,58198,58198,0,1877,1799,2009,2,2,55169,50432,0,0,1730,0,0,0,0,0,0,0,0,0,0
127628276929_10157182212246930,https://www.facebook.com/cwgroup/posts/10157182212246930,#廣編企劃 【康舒科技風起雁行 大刀闊斧變革轉型】  2020年，新冠肺炎、美中貿易戰等衝擊不斷，當全球企業躑躅不前的當下，康舒科技大刀闊斧地啟動轉型變革，搬遷至全新的奇岩大樓，與淡水生產基地分工合作，積極培育溫度、態度、氣度、積極度兼具的「四度」領導梯隊。  明年即將是康舒創立滿40周年的重大時刻，康舒在2020年已颳起變革的旋風！  #康舒科技 #轉型 #永續,Link,,,10/2/20, ,36768,36768,0,39838,39838,0,548,506,564,2,2,37746,34718,0,0,509,0,0,0,0,0,0,0,0,0,0
127628276929_10157182326496930,https://www.facebook.com/cwgroup/posts/10157182326496930,【明晚睡不著的人，都一起上街來做夢】#南港派對  今年10月3日晚間，2020年的白晝之夜即將點亮台北南港，這個夜晚會創造什麼驚喜？ 有哪6個驚喜亮點？  #未來城市 #智慧城市 #智慧生活 #2020白晝之夜 #白晝之夜 #南港 #科技藝術 #AR #VR #5G #城市美學 #公共藝術 #公共空間 #都市創新 #林昆穎,Link,,,10/2/20, ,15980,15980,0,17126,17126,0,315,291,337,3,3,16226,15099,0,0,291,0,0,0,0,0,0,0,0,0,0
127628276929_10157184843226930,https://www.facebook.com/cwgroup/posts/10157184843226930,【激勵大師黑幼龍：掌握自己的優點，下功夫，投入，自信會成為一生各方面的基礎】 ⠀ 我走的卻是一條奇異之路。我沒有進建中或師大附中，更沒進台、成、清、交等大學。但我卻在意外之間抓住了一個念頭，讓我踏上了美國。但願你跟我不同。但願你看完了這一段後，能主動地，刻意地思索自己什麼事做得最好、最快、最順，然後朝這方面下功夫、努力，而不是碰運氣。 ⠀ 🌻延伸閱讀【激勵大師黑幼龍：我已經八十歲了，但還在持續成長，包括成為更好的自我】https://bit.ly/30q0eGS 🌻天下好書推薦《好想與努力的你分享：黑幼龍帶你抓住自我價值、工作、關係的轉折點》https://bit.ly/3n4YpJc,Link,,,10/2/20, ,25794,25794,0,28285,28285,0,411,340,361,1,1,26678,24333,0,0,367,0,0,0,0,0,0,0,0,0,0
127628276929_10157182379621930,https://www.facebook.com/cwgroup/posts/10157182379621930,◤Youtube - Y式文化全面來襲，顛覆傳統影音勢力◢ #中秋連假你花多少時間在看Youtube呢？ 　 據Google 統計數字，每個月93%台灣民眾會造訪Youtube！ 　 Youtube不僅造就了Youtuber這個行業，甚至發展成為一個行銷生態圈。品牌主究竟該如何掌握與Youtuber合作，發揮 1 + 1 > 2 影響力?  --- 🎬 訂閱天下雜誌youtube，看盡天下事： >>https://bit.ly/3gR6jCc,Link,,,10/2/20, ,13203,13203,0,14506,14506,0,108,93,96,1,1,13731,12513,0,0,103,0,0,0,0,0,0,0,0,0,0
127628276929_10157181984376930,https://www.facebook.com/cwgroup/posts/10157181984376930,【#迎戰108課綱】 #未來人才需要的素養是什麼？ 天下彙整最新的研究報告，指出未來人才需要的素養，也介紹現在高中、大學的改變。引導在108課綱的架構下，學生該怎麼成為能自主學習的人才。  📌2020教育特刊限時預購優惠中>> https://bit.ly/30f3tkj,Photo,,,10/1/20, ,18011,18011,0,20184,20184,0,136,107,131,2,3,18947,16951,0,0,123,0,0,0,0,0,0,0,0,0,0
127628276929_10157185957631930,https://www.facebook.com/cwgroup/posts/10157185957631930,為什麼？,Link,,,10/1/20, ,47935,47935,0,51836,51836,0,3192,3117,3607,2,2,47350,43134,0,0,2843,0,0,0,0,0,0,0,0,0,0
127628276929_10157186079301930,https://www.facebook.com/cwgroup/posts/10157186079301930,＃快訊  10月驚奇？  川普確診。,Link,,,10/1/20, ,210505,210505,0,229971,229971,0,24461,22758,27470,17,17,217533,196658,0,0,22851,0,0,0,0,0,0,0,0,0,0
127628276929_10157185889031930,https://www.facebook.com/cwgroup/posts/10157185889031930,【電音尬古謠，讓耳朵嚇一跳】  《母親的舌頭》一舉入圍八項大獎，豪爽的爆姐低調揮手，「我們從小就被教育，我們就只是人，只是一點點，大自然的一點點。」  《母親的舌頭 kinakaian》裡的歌詞，草根地可親可愛，感恩生命，為生活加油，跟講台語的平地人談戀愛，去外省人開的雜貨店賒帳買保力達，吃阿嬤煮的吉拿夫和刺蔥山豬肉湯。  如實的部落日常，唱來是飽含生命力的律動，阿爆說「你看〈Despacito〉很多人聽，其實西班牙語跟台灣原住民語的音節很類似，都是講一個字裡面可能會有四、五個音節，很適合用來唱歌。」,Link,,,10/1/20, ,22935,22935,0,25084,25084,0,575,440,488,0,0,22859,20757,0,0,480,0,0,0,0,0,0,0,0,0,0
127628276929_10157182093506930,https://www.facebook.com/cwgroup/posts/10157182093506930,#廣編企劃 【用智慧科技自由穿梭台南古都巷弄】  在人工智慧、大數據與車聯網、共享運具與自駕車等先進技術加持下，讓交通回歸人本需求，透過移動創造無限感動，不僅蓄積城市的文明與競爭力，更實現人文古都臺南的幸福生活願景。  #台南市 #智慧城市 #智慧停車 #臺南好停 #智慧古都,Link,,,10/1/20, ,22225,22225,0,23974,23974,0,353,317,367,1,1,22662,21061,0,0,335,0,0,0,0,0,0,0,0,0,0
127628276929_10157185790431930,https://www.facebook.com/cwgroup/posts/10157185790431930,＃我屏東我驕傲  曾經養活在地人30年，如今檳榔樹成為了替可可樹遮蔭的後盾。  屏東人如何成功將台灣精品巧克力推向全世界？  🔥更多精彩內容，請看《迎戰美豬，台灣怎麼贏？》https://bit.ly/3ckWgUr,Link,,,10/1/20, ,23667,23667,0,25574,25574,0,498,384,420,2,2,23678,22043,0,0,450,0,0,0,0,0,0,0,0,0,0
